Ticker,Last Alert Date,Close,Stop Loss,Buy Price,Target,Short_SL,Call,Status
DSINVEST.BO,2024-09-27,531,425.0,,583.65,584.8,Short,Close
DSSL.NS,2024-10-09,1395,1246.35,1382.55,,1420.2,Long,Open
DTIL.NS,2024-10-04,270,174.9,,295.91,312.0,Short,Close
DUCON.NS,2024-09-17,9,6.6,,10.86,10.94,Short,Close
DUKEOFS.BO,2024-10-04,26,18.51,,27.37,28.02,Short,Close
DUNCANENG.BO,2024-09-16,621,384.0,,682.58,695.0,Short,Close
DUROPACK.BO,2024-09-20,93,65.0,,104.95,107.67,Short,Close
DUTRON.BO,2024-10-01,169,159.0,,176.16,176.95,Short,Close
DVL.NS,2024-09-24,461,302.2,,535.07,543.35,Short,Close
DWARKESH.NS,2024-10-01,73,67.65,,79.55,80.34,Short,Close
DWL.BO,2021-01-25,81,71.5,,81.0,84.5,Short,Close
DYNAMATECH.NS,2024-10-01,7902,6400.0,,8116.51,8261.4,Short,Close
DYNAMICP.BO,2024-10-09,46,42.67,45.62,,50.07,Long,Open
DYNAMIND.BO,2024-10-09,102,85.0,99.92,,106.15,Long,Open
DYNAVSN.BO,2024-10-08,404,267.0,359.25,,444.0,Long,Open
DYNPRO.NS,2024-09-30,407,235.0,368.44,,449.0,Long,Open
E2E.NS,2024-10-03,2889,980.6,2970.2,,3485.0,Long,Open
EASEMYTRIP.NS,2024-10-08,34,32.5,32.07,,44.38,Long,Open
EASTRED.BO,2024-10-09,46,40.0,45.49,,49.95,Long,Open
EASTSILK.NS,2024-02-12,2,3.6,,3.3,3.3,Short,Close
ECLERX.NS,2024-09-25,3120,2325.85,2804.5,,3118.0,Long,Open
ECOBOAR.BO,2024-09-11,33,30.0,,33.29,33.93,Short,Close
ECOPLAST.BO,2024-08-28,586,279.2,,632.5,640.0,Short,Close
ECORECO.BO,2024-10-04,966,442.6,,1003.43,1014.9,Short,Close
ECS.BO,2024-09-13,15,2.17,14.79,,14.79,Long,Open
ECSTSTL.BO,2024-10-08,22,20.01,20.82,,24.15,Long,Open
EDELWEISS.NS,2024-09-30,117,59.41,,143.65,145.53,Short,Close
EDUCOMP.NS,2024-09-19,2,2.27,,2.35,2.35,Short,Close
EICHERMOT.NS,2024-09-27,4709,4548.0,,5067.09,5105.0,Short,Close
EIDPARRY.NS,2024-10-01,823,733.45,,869.76,875.5,Short,Close
EIFFL.NS,2024-10-01,206,128.07,,207.05,210.74,Short,Close
EIHAHOTELS.NS,2024-09-10,375,354.98,,426.65,430.0,Short,Close
EIHOTEL.NS,2024-09-23,407,393.35,367.61,,406.4,Long,Open
EIMCOELECO.NS,2024-10-09,2973,2665.55,2871.86,,3050.9,Long,Open
EKAMLEA.BO,2024-09-23,7,4.79,,8.37,8.68,Short,Close
EKC.NS,2024-10-08,202,112.0,181.09,,205.45,Long,Open
ELAND.BO,2024-10-09,14,12.11,13.52,,14.74,Long,Open
ELANGO.BO,2024-10-01,12,9.12,,13.68,13.74,Short,Close
ELANTAS.BO,2024-08-20,14223,7700.05,11584.13,,12438.0,Long,Open
ELDEHSG.BO,2024-09-03,870,727.0,,1001.29,1024.05,Short,Close
ELECON.NS,2024-10-04,656,546.03,,692.95,719.8,Short,Close
ELECTCAST.NS,2024-09-13,201,135.0,,234.55,236.6,Short,Close
ELECTHERM.NS,2024-10-03,935,670.25,,983.93,986.9,Short,Close
ELEFLOR.BO,2024-10-08,7,5.37,6.77,,7.68,Long,Open
ELEMARB.BO,2024-09-24,261,244.0,,266.75,269.0,Short,Close
ELGIEQUIP.NS,2024-10-09,673,624.7,657.2,,698.9,Long,Open
ELGIRUBCO.NS,2024-10-04,96,96.93,,97.97,99.6,Short,Close
ELIXIR.BO,2024-10-09,156,100.15,147.88,,221.0,Long,Open
ELNET.BO,2024-08-06,362,210.05,364.51,,419.75,Long,Open
ELPROINTL.BO,2024-10-01,122,80.62,,145.51,147.7,Short,Close
EMAINDIA.BO,2024-10-01,34,29.75,32.54,,34.14,Long,Open
EMAMILTD.NS,2024-08-28,754,417.1,,838.5,855.6,Short,Close
EMAMIPAP.NS,2024-09-16,113,100.55,,129.78,130.7,Short,Close
EMAMIREAL.NS,2024-09-25,115,89.0,,123.58,125.12,Short,Close
EMERALD.BO,2024-10-04,75,58.0,69.08,,77.18,Long,Open
EMERALL.BO,2024-07-31,128,136.25,,318.63,321.75,Short,Close
EMKAY.NS,2024-10-07,237,142.25,,252.5,257.0,Short,Close
EMMBI.NS,2024-09-16,127,93.65,,153.65,157.0,Short,Close
EMMESSA.BO,2024-10-07,45,36.23,40.6,,44.98,Long,Open
EMPIND.BO,2024-10-08,1059,1020.0,1039.29,,1184.4,Long,Open
ENBETRD.BO,2024-09-09,12,11.13,10.92,,12.5,Long,Open
ENDURANCE.NS,2024-10-09,2320,2158.25,2257.59,,2589.0,Long,Open
ENERGYDEV.NS,2024-10-08,24,23.0,22.71,,24.99,Long,Open
ENGINERSIN.NS,2024-10-08,202,198.0,191.33,,222.48,Long,Open
ENIL.NS,2024-09-30,213,201.45,,232.95,238.55,Short,Close
ENKEIWHEL.BO,2024-10-08,705,643.0,665.0,,752.0,Long,Open
ENTRINT.BO,2024-09-30,31,23.82,,35.78,36.65,Short,Close
ENVAIREL.BO,2024-10-07,161,142.25,156.07,,168.0,Long,Open
EPIC.BO,2024-05-08,61,7.65,5.99,,11.18,Long,Open
EPL.NS,2024-09-20,269,169.6,245.35,,269.0,Long,Open
EQUITAS.NS,2023-01-06,120,90.35,,132.68,136.75,Short,Close
EQUITASBNK.NS,2024-09-13,75,89.0,,85.44,86.48,Short,Close
ERIS.NS,2024-09-30,1423,987.1,1288.25,,1349.0,Long,Open
EROSMEDIA.NS,2024-10-03,21,17.5,,23.27,24.6,Short,Close
ERPSOFT.BO,2024-09-03,110,81.5,,117.2,117.2,Short,Close
ESABINDIA.NS,2024-10-04,6086,5939.45,,6204.0,6360.0,Short,Close
ESARIND.BO,2024-08-19,5,7.17,,6.95,6.98,Short,Close
ESCORTS.NS,2024-10-09,4045,3621.0,3948.15,,4420.0,Long,Open
ESHAMEDIA.BO,2024-10-01,16,5.43,,17.27,17.31,Short,Close
ESSARSHPNG.NS,2024-09-25,39,46.15,,46.84,47.4,Short,Close
ESTER.NS,2024-10-09,147,104.57,145.88,,178.0,Long,Open
ETIL.BO,2024-10-09,9,8.15,8.66,,9.75,Long,Open
ETT.BO,2024-10-08,17,16.0,14.96,,18.3,Long,Open
EUROLED.BO,2024-09-17,23,18.9,,24.15,24.51,Short,Close
EUROTEXIND.NS,2024-10-07,18,12.51,,19.57,19.81,Short,Close
EVEREADY.NS,2024-09-25,434,295.05,,477.06,490.0,Short,Close
EVERESTIND.NS,2024-09-11,1029,1068.15,,1161.63,1172.15,Short,Close
EVERESTO.BO,2024-09-11,131,117.4,,160.54,165.9,Short,Close
EXCEL.NS,2024-08-22,1,0.3,,0.84,0.85,Short,Close
EXCELINDUS.NS,2024-09-11,1567,699.8,,1631.21,1649.95,Short,Close
EXIDEIND.NS,2024-10-08,519,454.05,482.83,,515.65,Long,Open
EXPLEOSOL.NS,2024-08-30,1295,1198.2,,1398.24,1409.0,Short,Close
EXPLICITFIN.BO,2024-10-04,7,5.77,6.49,,7.44,Long,Open
EXPOGAS.BO,2024-10-01,54,30.25,,60.14,60.43,Short,Close
FACORALL.BO,2024-09-24,6,6.71,,6.74,6.8,Short,Close
FACT.NS,2024-09-18,885,579.8,,1015.97,1029.95,Short,Close
FAIRCHEMOR.NS,2024-08-22,1126,1183.45,,1429.63,1445.0,Short,Close
FAZE3Q.BO,2024-09-30,448,474.5,,463.61,487.4,Short,Close
FCL.NS,2024-10-08,408,345.85,384.94,,438.95,Long,Open
FCONSUMER.NS,2024-09-06,1,0.75,,0.7,0.71,Short,Close
FCSSOFT.NS,2024-10-08,4,3.32,3.41,,3.92,Long,Open
FDC.NS,2024-10-09,532,500.55,520.64,,658.85,Long,Open
FEDERALBNK.NS,2024-10-01,186,182.41,,199.08,200.1,Short,Close
FEL.NS,2024-09-30,1,0.74,,0.87,0.88,Short,Close
FELDVR.BO,2024-10-07,5,4.95,5.09,,5.46,Long,Open
FERMENTA.BO,2024-10-08,308,,282.86,,310.0,Long,Open
FERVENTSYN.BO,2024-09-03,17,15.75,,22.28,22.7,Short,Close
FGP.BO,2024-09-25,9,6.37,,11.23,11.52,Short,Close
FIBERWEB.BO,2024-10-07,42,42.0,,45.53,46.6,Short,Close
FIEMIND.NS,2024-09-30,1639,1251.55,,1767.04,1790.0,Short,Close
FILATEX.NS,2024-09-13,58,48.0,,70.25,71.0,Short,Close
FILATFASH.BO,2024-09-05,1,2.22,,1.35,1.39,Short,Close
FILTRA.BO,2024-10-09,90,71.51,84.54,,89.75,Long,Open
FINCABLES.NS,2024-07-05,1295,774.05,,1674.89,1697.95,Short,Close
FINELINE.BO,2024-09-02,110,59.93,95.63,,103.49,Long,Open
FINEORG.NS,2024-08-27,5163,4050.0,,5614.99,5684.95,Short,Close
FINKURVE.BO,2024-10-04,95,53.0,,102.01,104.01,Short,Close
FINPIPE.NS,2024-10-07,286,279.0,279.58,,297.8,Long,Open
FISCHER.BO,2024-10-07,673,573.6,642.78,,690.0,Long,Open
FLEXFO.BO,2024-08-26,111,100.0,,147.25,149.9,Short,Close
FLEXITUFF.NS,2024-09-25,79,28.11,,93.34,94.45,Short,Close
FLFL.NS,2024-09-23,3,1.8,2.12,,2.45,Long,Open
FLUIDOM.BO,2024-10-09,643,601.6,631.25,,756.0,Long,Open
FLUOROCHEM.NS,2024-10-09,4365,3105.1,4221.01,,4450.0,Long,Open
FMGOETZE.NS,2024-09-18,413,313.05,,458.25,460.0,Short,Close
FMNL.NS,2024-10-03,11,5.89,9.89,,14.18,Long,Open
FOCUS.NS,2024-09-19,129,138.53,106.32,,128.79,Long,Open
FOODSIN.BO,2024-10-09,131,122.55,,134.56,143.75,Short,Close
FORBESCO.BO,2024-09-17,676,567.05,671.45,,734.0,Long,Open
FORCEMOT.BO,2024-10-08,7258,6663.65,6932.0,,7840.0,Long,Open
FORCEMOT.NS,2024-08-23,7209,7945.35,,8998.71,9124.95,Short,Close
FORINTL.BO,2024-10-04,108,41.52,,126.35,126.35,Short,Close
FORTIS.NS,2024-10-01,607,453.0,,624.0,628.5,Short,Close
FORTISMLR.BO,2024-07-19,57,52.1,,67.6,67.7,Short,Close
FOSECOIND.NS,2024-09-24,4576,4032.35,,4936.84,4985.0,Short,Close
FRANKLININD.BO,2024-09-06,2,3.82,1.89,,4.32,Long,Open
FRASER.BO,2024-10-09,5,4.62,4.82,,5.68,Long,Open
FREDUN.BO,2024-10-04,811,764.2,776.54,,820.0,Long,Open
FRETAIL.NS,2024-06-21,2,2.0,,3.3,3.3,Short,Close
FRONTCORP.BO,2024-10-04,50,47.51,,54.8,54.8,Short,Close
FRONTSP.BO,2024-10-08,2006,1920.0,1836.45,,2180.0,Long,Open
FRUTION.BO,2024-10-08,55,40.4,,57.6,57.64,Short,Close
FSC.NS,2024-10-03,2,2.41,,2.42,2.48,Short,Close
FSL.NS,2024-10-08,314,294.5,304.04,,319.6,Long,Open
FUTSOL.BO,2024-08-22,75,50.23,,91.85,95.85,Short,Close
FUTURSEC.BO,2024-10-01,25,19.0,,26.63,33.49,Short,Close
GABRIEL.NS,2024-09-16,475,335.0,,546.39,551.85,Short,Close
GAEL.NS,2024-10-08,143,123.3,122.91,,131.57,Long,Open
GAGAN.BO,2024-10-08,23,21.1,20.92,,24.39,Long,Open
GAIL.NS,2024-10-03,223,215.0,,241.03,245.0,Short,Close
GALADAFIN.BO,2021-02-18,18,,10.71,,10.71,Long,Open
GALAGEX.BO,2021-04-27,54,6.75,8.2,,8.2,Long,Open
GALAXYSURF.NS,2024-09-18,2895,2351.55,,3291.89,3370.0,Short,Close
GALLANTT.NS,2024-09-19,358,251.0,,393.25,399.0,Short,Close
GALXBRG.BO,2024-10-08,1372,1243.0,1345.1,,1394.8,Long,Open
GANDHITUBE.NS,2024-10-03,765,750.0,,852.64,866.85,Short,Close
GANECOS.NS,2024-10-08,1964,900.0,1841.2,,2006.05,Long,Open
GANESHBE.BO,2024-10-01,152,127.35,144.21,,174.2,Long,Open
GANESHHOUC.NS,2024-10-08,861,793.0,789.13,,912.8,Long,Open
GANGAFORGE.NS,2024-10-09,8,6.93,7.55,,9.27,Long,Open
GANGAPA.BO,2024-09-27,121,90.0,108.74,,139.5,Long,Open
GANGESSECU.NS,2024-09-24,162,157.21,,179.1,180.8,Short,Close
GANONPRO.BO,2024-10-08,9,8.5,8.37,,9.38,Long,Open
GARFIBRES.NS,2024-09-23,3871,3705.55,,4186.75,4334.95,Short,Close
GARGFUR.BO,2024-09-02,336,268.5,,420.69,429.9,Short,Close
GARNET.BO,2024-09-11,44,23.95,,50.28,57.15,Short,Close
GARNETINT.BO,2024-09-23,127,44.1,109.3,,113.2,Long,Open
GARWAMAR.BO,2024-09-17,38,9.53,,55.87,57.01,Short,Close
GARWSYN.BO,2024-10-04,28,26.84,,31.57,31.94,Short,Close
GATEWAY.NS,2024-07-11,89,70.35,,113.49,115.9,Short,Close
GATI.NS,2024-01-11,124,133.2,,132.93,134.5,Short,Close
GAYAHWS.NS,2024-10-01,1,1.0,1.22,,1.5,Long,Open
GAYAPROJ.NS,2024-08-26,11,6.75,7.74,,8.33,Long,Open
GAYATRIBI.BO,2024-08-23,6,5.45,5.76,,6.05,Long,Open
GBFL.BO,2024-09-26,8,5.9,8.66,,9.79,Long,Open
GCMCAPI.BO,2024-10-09,8,5.66,7.29,,10.6,Long,Open
GEE.BO,2024-09-13,178,103.6,,195.78,202.9,Short,Close
GEECEE.NS,2024-10-08,414,354.8,393.16,,477.5,Long,Open
GEEKAYWIRE.NS,2024-10-08,111,87.42,102.4,,147.8,Long,Open
GEMSI.BO,2024-09-25,3,1.71,,3.38,3.67,Short,Close
GENCON.NS,2024-08-22,43,35.95,,52.26,52.89,Short,Close
GENESYS.NS,2024-10-09,795,712.25,764.16,,835.0,Long,Open
GENNEX.BO,2024-10-07,24,13.25,21.18,,29.0,Long,Open
GENPHARMA.BO,2024-10-09,3,2.76,2.82,,3.59,Long,Open
GENSOL.BO,2024-08-09,838,720.0,,1014.43,1036.9,Short,Close
GENUSPAPER.NS,2024-09-18,25,18.0,,29.08,29.8,Short,Close
GENUSPOWER.NS,2024-08-29,400,204.5,,464.6,465.8,Short,Close
GEOJITFSL.NS,2024-10-01,139,98.31,143.16,,177.0,Long,Open
GEPIL.NS,2024-09-17,389,268.9,,417.77,428.0,Short,Close
GESHIP.NS,2024-10-08,1294,1175.4,1214.27,,1282.0,Long,Open
GET&D.NS,2024-09-25,1749,1405.05,1564.05,,1630.2,Long,Open
GFLLIMITED.NS,2024-10-08,89,72.01,81.99,,92.85,Long,Open
GFSTEELS.NS,2024-10-07,8,6.9,7.18,,7.71,Long,Open
GGENG.BO,2024-10-09,2,1.71,,1.95,1.99,Short,Close
GGL.BO,2024-10-01,8,7.0,,8.54,11.25,Short,Close
GGPL.BO,2024-09-03,3,2.8,,3.49,3.55,Short,Close
GHCL.NS,2024-09-30,646,521.0,,680.42,690.55,Short,Close
GICHSGFIN.NS,2024-08-22,225,225.0,,248.17,249.6,Short,Close
GICRE.NS,2024-10-07,390,379.3,,380.94,405.5,Short,Close
GILADAFINS.BO,2024-10-03,13,9.1,,13.24,13.49,Short,Close
GILLANDERS.NS,2024-10-04,93,81.5,,96.23,97.14,Short,Close
GILLETTE.NS,2024-10-07,8996,8460.0,8509.36,,8747.45,Long,Open
GINISILK.BO,2024-09-03,108,69.5,,153.23,155.95,Short,Close
GINNIFILA.NS,2024-09-09,30,29.15,,34.71,35.43,Short,Close
GIPCL.NS,2024-10-09,236,210.76,226.7,,239.0,Long,Open
GITARENEW.BO,2024-09-26,168,160.0,,193.1,197.5,Short,Close
GKB.BO,2024-08-26,99,79.22,,128.69,131.75,Short,Close
GKCONS.BO,2024-09-13,21,12.0,,25.8,25.8,Short,Close
GKWLIMITED.NS,2024-10-07,3119,2684.0,2890.02,,3192.15,Long,Open
GLANCE.BO,2024-10-09,108,102.6,103.94,,114.5,Long,Open
GLAND.NS,2024-09-10,1700,1661.25,,1948.76,1974.55,Short,Close
GLAXO.NS,2024-10-09,2814,2586.05,2749.86,,2884.0,Long,Open
GLCL.BO,2024-09-23,31,19.9,,38.73,38.74,Short,Close
GLENMARK.NS,2024-09-23,1786,985.2,1719.75,,1764.0,Long,Open
GLFL.NS,2024-10-03,7,6.9,6.94,,7.03,Long,Open
GLITTEKG.BO,2024-10-09,4,3.62,3.71,,4.0,Long,Open
GLOBAL.NS,2024-08-28,181,199.0,,219.15,221.7,Short,Close
GLOBALCA.BO,2024-09-10,1,0.8,,0.94,0.95,Short,Close
GLOBALVECT.NS,2024-09-27,300,162.9,,342.88,345.5,Short,Close
GLOBE.NS,2024-09-24,5,2.7,,5.91,5.95,Short,Close
GLOBOFFS.BO,2024-10-08,90,72.16,82.99,,93.74,Long,Open
GLOBUSCON.BO,2024-09-25,20,23.34,,24.12,24.12,Short,Close
GLOBUSSPR.NS,2024-10-08,1147,670.0,1116.25,,1349.9,Long,Open
GLOSTERLTD.BO,2024-06-04,749,,,845.0,881.0,Short,Close
GMBREW.NS,2024-10-08,860,754.2,829.42,,1020.0,Long,Open
GMDCLTD.NS,2024-09-17,328,324.7,,375.82,378.0,Short,Close
GMMPFAUDLR.NS,2024-09-23,1380,1143.1,,1463.03,1469.0,Short,Close
GMRINFRA.NS,2024-09-16,88,70.65,,97.51,97.94,Short,Close
GNA.NS,2024-09-24,430,357.2,,486.65,493.8,Short,Close
GNFC.NS,2024-10-01,647,639.2,,694.51,700.95,Short,Close
GNRL.BO,2024-09-23,24,12.7,21.5,,25.15,Long,Open
GOACARBON.NS,2024-10-08,766,695.55,747.13,,878.5,Long,Open
GOCLCORP.NS,2024-10-09,422,389.65,413.5,,430.0,Long,Open
GODAVARI.BO,2024-10-09,125,107.0,123.29,,144.0,Long,Open
GODFRYPHLP.NS,2024-10-08,7088,2907.55,6430.39,,8480.0,Long,Open
GODHA.NS,2024-10-07,1,0.82,0.84,,0.95,Short,Close
GODREJAGRO.NS,2024-09-17,750,476.05,,832.75,844.0,Short,Close
GODREJCP.NS,2024-09-12,1333,1140.05,,1526.63,1541.85,Short,Close
GODREJIND.NS,2024-09-23,1124,725.0,,1233.75,1243.0,Short,Close
GODREJPROP.NS,2024-09-25,2984,2792.55,,3312.48,3360.95,Short,Close
GOENKA.NS,2024-09-27,1,0.9,,1.48,1.48,Short,Close
GOGIACAP.BO,2024-09-20,67,70.3,,79.95,80.0,Short,Close
GOKAKTEX.BO,2024-10-09,213,155.0,211.19,,276.0,Long,Open
GOKEX.NS,2024-09-20,912,727.2,,1012.38,1022.95,Short,Close
GOKUL.NS,2024-10-08,54,37.24,50.23,,54.5,Long,Open
GOKULAGRO.NS,2024-10-08,269,154.31,250.96,,299.0,Long,Open
GOLDCOINHF.BO,2024-10-08,9,6.68,8.26,,8.26,Long,Open
GOLDENTOBC.NS,2024-09-19,41,36.9,,42.98,43.31,Short,Close
GOLDIAM.NS,2024-10-08,375,143.55,314.13,,389.0,Long,Open
GOLDLINE.BO,2024-06-14,1,0.43,,0.75,0.78,Short,Close
GOLDTECH.NS,2024-10-01,93,110.43,91.74,,126.9,Long,Open
GOLECHA.BO,2024-09-30,33,26.62,36.77,,41.5,Long,Open
GOLKONDA.BO,2024-09-24,14,13.63,,16.27,16.94,Short,Close
GOLKUNDIA.BO,2024-09-20,256,152.05,,298.77,303.9,Short,Close
GOODLUCK.NS,2024-09-17,1072,720.0,,1314.11,1330.0,Short,Close
GOODRICKE.BO,2024-10-03,268,180.0,,276.74,283.6,Short,Close
GOODYEAR.BO,2024-08-01,1126,1231.0,,1249.14,1260.0,Short,Close
GOPAIST.BO,2024-10-08,8,6.1,7.35,,9.2,Long,Open
GORANIN.BO,2024-09-25,105,92.65,,114.36,115.4,Short,Close
GOTHIPL.BO,2024-09-17,40,33.27,,43.52,44.13,Short,Close
GOWRALE.BO,2024-10-03,56,33.8,,61.76,61.81,Short,Close
GOYALASS.BO,2024-09-13,2,1.61,,2.0,2.09,Short,Close
GPIL.NS,2024-09-30,194,920.0,,221.68,224.58,Short,Close
GPPL.NS,2024-08-13,214,116.25,,245.76,250.69,Short,Close
GPTINFRA.NS,2024-10-09,150,131.15,146.03,,165.3,Long,Open
GRANULES.NS,2024-10-03,574,541.1,,596.19,607.5,Short,Close
GRAPHITE.NS,2024-10-08,576,494.95,540.25,,623.35,Long,Open
GRASIM.NS,2024-09-25,2716,2531.1,2604.46,,2819.05,Long,Open
GRATEXI.BO,2024-10-07,22,17.51,18.77,,20.21,Long,Open
GRAUWEIL.BO,2024-10-08,107,82.85,102.6,,118.2,Long,Open
GRAVISSHO.BO,2024-09-23,49,35.11,51.22,,62.95,Long,Open
GRAVITA.NS,2024-10-08,2430,885.05,2253.75,,2640.0,Long,Open
GRAVITY.BO,2024-10-04,4,4.04,4.34,,4.82,Long,Open
GREAVESCOT.NS,2024-09-16,172,112.05,,188.35,190.65,Short,Close
GREENCREST.BO,2024-09-18,1,0.9,,1.01,1.02,Short,Close
GREENLAM.NS,2024-08-22,517,507.0,,585.38,595.0,Short,Close
GREENPANEL.NS,2024-09-26,403,267.95,377.82,,415.8,Long,Open
GREENPLY.NS,2024-10-09,380,342.6,373.09,,388.9,Long,Open
GREENPOWER.NS,2024-10-08,21,18.9,18.89,,21.35,Long,Open
GRINDWELL.NS,2024-07-29,2390,1950.0,,2741.24,2787.3,Short,Close
GRMOVER.BO,2024-10-09,245,206.7,239.77,,288.6,Long,Open
GROBTEA.NS,2024-10-09,1385,949.95,1306.22,,1515.15,Long,Open
GROVY.BO,2024-09-02,191,98.0,157.06,,177.35,Long,Open
GRPLTD.NS,2024-10-09,3217,2931.0,3149.06,,3429.4,Long,Open
GRSE.NS,2024-10-08,1636,1597.45,1554.6,,1874.2,Long,Open
GRWRHITECH.BO,2024-10-08,3766,1513.25,3541.25,,3985.0,Long,Open
GSAUTO.BO,2024-08-13,43,18.77,,53.08,54.8,Short,Close
GSBFIN.BO,2024-10-01,18,15.47,16.61,,19.79,Long,Open
GSFC.NS,2024-09-03,212,187.5,,242.05,243.4,Short,Close
GSLSEC.BO,2024-10-03,14,12.79,,15.58,16.24,Short,Close
GSPL.NS,2024-10-01,411,260.05,,431.21,435.0,Short,Close
GSS.NS,2024-10-09,77,68.17,75.67,,81.4,Long,Open
GSTL.BO,2024-09-05,19,16.79,,20.84,21.38,Short,Close
GTL.NS,2024-10-08,14,11.87,12.1,,13.76,Long,Open
GTLINFRA.NS,2024-09-27,2,1.45,,2.5,2.5,Short,Close
GTNINDS.BO,2024-09-26,38,29.76,,38.81,39.08,Short,Close
GTNTEX.BO,2024-09-26,12,12.06,13.13,,14.88,Long,Open
GTPL.NS,2024-09-16,165,152.55,,175.13,176.2,Short,Close
GTV.BO,2024-09-13,465,22.5,458.08,,482.0,Long,Open
GUFICBIO.NS,2024-09-11,388,306.0,,425.17,434.0,Short,Close
GUJALKALI.NS,2024-09-17,807,645.0,,858.23,869.3,Short,Close
GUJAPOLLO.NS,2024-09-02,340,211.35,,403.76,414.7,Short,Close
GUJARATPOLY.BO,2024-09-25,111,92.9,,144.52,146.0,Short,Close
GUJCMDS.BO,2024-10-03,509,357.7,,530.11,530.15,Short,Close
GUJCONT.BO,2024-10-09,174,165.8,167.89,,189.0,Long,Open
GUJCOTEX.BO,2024-08-29,12,3.23,6.91,,7.47,Long,Open
GUJCRAFT.BO,2024-09-16,124,102.9,,146.38,149.0,Short,Close
GUJCRED.BO,2024-09-26,31,19.27,21.88,,22.59,Long,Open
GUJGASLTD.NS,2024-09-03,598,498.35,,678.13,689.95,Short,Close
GUJHOTE.BO,2024-08-22,222,146.1,,245.61,248.95,Short,Close
GUJINTRX.BO,2024-10-09,528,480.0,510.3,,529.2,Long,Open
GUJINV.BO,2024-09-27,17,10.61,,18.46,18.9,Short,Close
GUJPETR.BO,2024-10-01,74,57.34,66.6,,68.39,Long,Open
GUJRAFFIA.NS,2024-09-02,46,37.35,,52.11,52.4,Short,Close
GUJSTATFIN.BO,2024-10-08,23,20.6,20.58,,26.7,Long,Open
GUJTERC.BO,2024-10-04,80,45.15,,88.27,88.8,Short,Close
GUJTHEM.BO,2024-09-25,336,313.33,,384.17,390.0,Short,Close
GULFOILLUB.NS,2024-09-25,1295,990.0,,1459.44,1473.65,Short,Close
GULFPETRO.NS,2024-09-17,76,55.05,85.32,,93.48,Long,Open
GULPOLY.NS,2024-09-17,220,161.5,,260.15,263.52,Short,Close
GVFILM.BO,2024-10-01,1,0.75,0.78,,0.82,Short,Close
HAL.NS,2024-10-08,4387,4172.0,4206.2,,4484.35,Long,Open
HALDER.BO,2024-09-16,799,214.3,,907.6,907.8,Short,Close
HALDYNGL.BO,2024-10-08,169,122.0,156.13,,172.9,Long,Open
HAPPSTMNDS.NS,2024-08-26,805,814.4,795.24,,809.9,Long,Open
HARDCAS.BO,2024-10-09,986,870.05,970.86,,1156.95,Long,Open
HARDWYN.BO,2024-10-08,39,27.1,36.28,,47.5,Long,Open
HARIAEXPO.BO,2024-08-02,8,3.74,,9.35,9.36,Short,Close
HARLETH.BO,2024-10-09,105,87.7,104.45,,107.3,Long,Open
HARRMALAYA.NS,2024-10-08,265,151.85,243.18,,268.7,Long,Open
HARYNACAP.BO,2024-10-09,335,194.0,317.69,,447.9,Long,Open
HASTIFIN.BO,2024-09-09,9,9.52,7.2,,7.2,Long,Open
HATHWAY.NS,2024-09-16,20,18.65,,21.89,22.12,Short,Close
HATHWAYB.BO,2024-09-30,21,18.5,19.25,,19.97,Long,Open
HATSUN.NS,2024-09-03,1141,975.0,,1330.99,1346.0,Short,Close
HAVELLS.NS,2024-09-24,1929,1687.55,,2078.76,2106.0,Short,Close
HAVISHA.NS,2024-10-09,2,2.04,2.22,,2.32,Long,Open
HAWAENG.BO,2024-09-17,260,131.0,152.58,,173.0,Long,Open
HAWKINCOOK.BO,2024-08-21,8811,7044.95,8572.54,,8798.95,Long,Open
HAZOOR.BO,2021-05-10,590,,4.81,,5.48,Long,Open
HBESD.BO,2024-09-26,102,64.0,,113.5,116.0,Short,Close
HBLEAS.BO,2024-10-08,18,16.13,15.42,,19.21,Long,Open
HBLPOWER.NS,2024-10-03,611,592.5,,641.6,650.0,Short,Close
HBPOR.BO,2024-09-26,124,63.3,,161.53,176.7,Short,Close
HBSL.NS,2024-10-09,139,125.02,136.23,,156.14,Long,Open
HCC.NS,2024-09-24,40,42.66,,45.38,45.8,Short,Close
HCG.NS,2024-08-01,441,334.3,357.66,,367.0,Long,Open
HCL-INSYS.NS,2024-09-30,19,15.62,,23.06,23.65,Short,Close
HCLTECH.NS,2024-08-09,1810,1208.55,1582.39,,1655.5,Long,Open
HDFC.NS,2023-07-04,2732,2631.05,,2902.72,2927.4,Short,Close
HDFCAMC.NS,2024-10-08,4370,4184.65,4125.5,,4541.0,Long,Open
HDFCBANK.NS,2024-09-27,1633,1588.05,,1771.15,1788.0,Short,Close
HDFCLIFE.NS,2024-09-04,717,581.1,,756.69,761.2,Short,Close
HDIL.NS,2024-10-04,4,3.5,,4.47,4.56,Short,Close
HECPROJECT.NS,2024-09-24,103,79.1,,107.03,108.9,Short,Close
HEERAISP.BO,2024-10-04,8,5.7,7.25,,8.7,Long,Open
HEG.NS,2024-10-08,2471,1955.0,2284.94,,2494.75,Long,Open
HEIDELBERG.NS,2024-09-17,224,191.05,,238.09,238.95,Short,Close
HELPAGE.BO,2024-09-30,29,15.5,21.41,,22.97,Long,Open
HEMANG.BO,2024-09-20,30,30.01,,33.38,36.54,Short,Close
